0,0
589825,0
5,0
589830,0
10,0
589835,0
15,0
20,0
25,0
30,0
35,0
40,0
45,0
50,0
55,0
60,0
65,0
70,0
75,0
80,0
85,0
90,0
95,0
100,0
105,0
110,0
115,0
120,0
125,0
130,0
135,0
140,0
145,0
150,0
155,0
160,0
165,0
170,0
175,0
180,0
185,0
190,0
195,0
200,0
205,0
210,0
215,0
220,0
225,0
230,0
235,0
240,0
245,0
250,0
255,0
260,0
265,0
131340,0
270,0
131345,0
275,0
131350,0
721175,0
280,0
131355,0
285,0
131360,0
290,0
131365,0
295,0
131370,0
300,0
131375,0
305,0
131380,0
310,0
131385,0
315,0
131390,0
320,0
131395,0
325,0
131400,0
330,0
131405,0
335,0
131410,0
340,0
131415,0
345,0
131420,0
350,0
131425,0
355,0
131430,0
360,0
131435,0
365,0
131440,0
370,0
131445,0
375,0
131450,0
380,0
131455,0
385,0
131460,0
390,0
131465,0
395,0
131470,0
400,0
131475,0
405,0
131480,0
410,0
131485,0
415,0
131490,0
420,0
131495,0
425,0
131500,0
430,0
131505,0
435,0
131510,0
440,0
131515,0
445,0
131520,0
450,0
131525,0
455,0
131530,0
460,0
131535,0
465,0
131540,0
470,0
131545,0
475,0
131550,0
480,0
131555,0
485,0
131560,0
490,0
131565,0
495,0
131570,0
500,0
131575,0
505,0
131580,0
510,0
131585,0
515,0
131590,0
520,0
131595,0
525,0
131600,0
530,0
131605,0
535,0
262680,0
131610,0
540,0
262685,0
131615,0
545,0
262690,0
131620,0
550,0
262695,0
131625,0
555,0
262700,0
131630,0
560,0
262705,0
131635,0
565,0
262710,0
131640,0
570,0
262715,0
131645,0
575,0
262720,0
131650,0
580,0
262725,0
131655,0
585,0
262730,0
131660,0
590,0
262735,0
131665,0
595,0
262740,0
131670,0
600,0
262745,0
131675,0
605,0
262750,0
610,0
262755,0
615,0
262760,0
131690,0
620,0
262765,0
131695,0
625,0
262770,0
131700,0
630,0
262775,0
131705,0
635,0
262780,0
131710,0
640,0
262785,0
131715,0
645,0
262790,0
131720,0
650,0
262795,0
131725,0
655,0
262800,0
131730,0
660,0
262805,0
131735,0
665,0
262810,0
131740,0
670,0
262815,0
131745,0
